noisy_word,correct_word
ecuonomic,economic
een,en
ne,en
plaeyr,player
playegr,player
palyer,player
proojects,projects
projcts,projects
yrics,lyrics
ylrics,lyrics
lyjrics,lyrics
wften,often
oftn,often
ofen,often
osubscribe,subscribe
subsckibe,subscribe
subscriobe,subscribe
subimt,submit
zsubmit,submit
swubmit,submit
agermany,germany
germny,germany
geqmany,germany
amomnt,amount
amouut,amount
apmount,amount
waetch,watch
wtch,watch
wtach,watch
includde,included
incuded,included
includd,included
efel,feel
fetel,feel
fepl,feel
thuogh,though
thogugh,though
hough,though
babnk,bank
abnk,bank
byank,bank
ris,risk
risv,risk
riks,risk
tahnks,thanks
thnks,thanks
everthing,everything
everythnig,everything
everyhting,everything
dels,deals
avrious,various
vamrious,various
wrods,words
woirds,words
wgrds,words
lpinux,linux
linsx,linux
fjul,jul
ujl,jul
ul,jul
produchion,production
paoduction,production
productjion,production
commercxial,commercial
commercila,commercial
comercial,commercial
jams,james
japes,james
eames,james
weght,weight
weigwt,weight
twon,town
own,town
tuwn,town
heaft,heart
heaurt,heart
ehart,heart
avertising,advertising
adverbtising,advertising
advertiing,advertising
receivd,received
receivebd,received
reeived,received
cohose,choose
chooes,choose
choopse,choose
treatmet,treatment
treatmedt,treatment
tretament,treatment
newsletoter,newsletter
newslaetter,newsletter
nefwsletter,newsletter
rachives,archives
archive,archives
poinvs,points
pints,points
nkowledge,knowledge
kfowledge,knowledge
krowledge,knowledge
magazin,magazine
magazdne,magazine
mgaazine,magazine
ermror,error
rror,error
erorr,error
ctmera,camera
camear,camera
ju,jun
jukn,jun
un,jun
gixl,girl
mgirl,girl
girql,girl
urrently,currently
xcurrently,currently
constrction,construction
construtcion,construction
constrution,construction
tosy,toys
tojys,toys
reistered,registered
regitered,registered
clekar,clear
cleaar,clear
goaf,golf
oglf,golf
glf,golf
receiye,receive
receivue,receive
receve,receive
odmain,domain
doman,domain
nomain,domain
methodcs,methods
eethods,methods
emthods,methods
chapmer,chapter
chapetr,chapter
chaptre,chapter
makfs,makes
mkaes,makes
make,makes
protecmion,protection
protectio,protection
proetction,protection
popicies,policies
pcolicies,policies
poliices,policies
lon,loan
loa,loan
doan,loan
wid,wide
widge,wide
beatuy,beauty
ebauty,beauty
beaty,beauty
manage,manager
manoager,manager
mjanager,manager
indjia,india
iundia,india
yndia,india
posuition,position
positino,position
positoin,position
takey,taken
takn,taken
takean,taken
ort,sort
soxrt,sort
solrt,sort
listins,listings
litsings,listings
litings,listings
modles,models
omodels,models
modfls,models
michale,michael
mihcael,michael
michel,michael
knowvn,known
knwon,known
knowxn,known
hlf,half
hlaf,half
hal,half
casecs,cases
czases,cases
cazes,cases
tep,step
stpe,step
setp,step
tengineering,engineering
zngineering,engineering
floridia,florida
forida,florida
flrida,florida
simle,simple
spmple,simple
ismple,simple
quic,quick
ouick,quick
nond,none
bone,none
done,none
ireless,wireless
wierless,wireless
wireess,wireless
cicense,license
liecnse,license
licenes,license
pal,paul
pauul,paul
pagl,paul
flriday,friday
fridy,friday
laka,lake
yake,lake
lak,lake
wjhole,whole
whoule,whole
whloe,whole
aninual,annual
aonual,annual
anenual,annual
publised,published
pfblished,published
publiushed,published
lfater,later
lqater,later
laetr,later
basi,basic
aasic,basic
gasic,basic
soyn,sony
osny,sony
nhows,shows
shvws,shows
showm,shows
cororate,corporate
corporatv,corporate
gogole,google
godgle,google
gogle,google
qhurch,church
churc,church
hurch,church
wmethod,method
melthod,method
methd,method
purchasy,purchase
purchawe,purchase
purchse,purchase
cuslomers,customers
custmoers,customers
cuseomers,customers
atcive,active
acive,active
responpe,response
respose,response
reyponse,response
rpactice,practice
practicde,practice
hfardware,hardware
hardwire,hardware
hadrware,hardware
fvgure,figure
igure,figure
figuke,figure
mateials,materials
mxterials,materials
materils,materials
firqe,fire
wire,fire
fie,fire
hoiliday,holiday
holidam,holiday
hzliday,holiday
hat,chat
vchat,chat
chtat,chat
eonugh,enough
neough,enough
eough,enough
designee,designed
desined,designed
dezigned,designed
alogn,along
aloyng,along
amnog,among
awmong,among
amfng,among
denath,death
dpath,death
deat,death
writign,writing
writieg,writing
writihng,writing
sped,speed
htmg,html
hzml,html
etml,html
countpries,countries
cuntries,countries
cotuntries,countries
olss,loss
losns,loss
fayce,face
facae,face
facle,face
brhand,brand
rand,brand
krand,brand
dicsount,discount
dscount,discount
discunt,discount
hgiher,higher
higer,higher
effcets,effects
efects,effects
mffects,effects
vcreated,created
creaed,created
creagted,created
rmember,remember
remxmber,remember
rqmember,remember
tsandards,standards
stabdards,standards
stawndards,standards
oal,oil
iol,oil
bi,bit
bwt,bit
yiellow,yellow
yelow,yellow
yellmow,yellow
oplitical,political
iolitical,political
politicaql,political
ipncrease,increase
incraese,increase
inyrease,increase
advertisb,advertise
advetise,advertise
adverltise,advertise
hingdom,kingdom
kindgom,kingdom
mase,base
bagse,base
ase,base
enar,near
ner,near
nar,near
envrionmental,environmental
enviromnental,environmental
environmentkl,environmental
thougit,thought
thoguht,thought
thouht,thought
stuwff,stuff
tuff,stuff
sutff,stuff
fretnch,french
fernch,french
storaeg,storage
stoage,storage
stodrage,storage
ho,oh
ogh,oh
eh,oh
jpaan,japan
jappan,japan
japna,japan
oding,doing
doinvg,doing
lomans,loans
lokns,loans
shobs,shoes
shotes,shoes
swoes,shoes
etry,entry
endry,entry
eentry,entry
staf,stay
stya,stay
naturr,nature
natue,nature
natur,nature
order,orders
ordesr,orders
orqers,orders
avialability,availability
avaliability,availability
airica,africa
ahrica,africa
afric,africa
summayr,summary
summarly,summary
urn,turn
tuyrn,turn
utrn,turn
mlean,mean
menan,mean
mea,mean
growt,growth
grawth,growth
uotes,notes
ntoes,notes
noets,notes
aguency,agency
gaency,agency
aency,agency
kig,king
kign,king
kinwg,king
monrday,monday
monady,monday
moday,monday
vuropean,european
europeacn,european
esuropean,european
acitvity,activity
activitxy,activity
activhity,activity
crpy,copy
copr,copy
althouh,although
altfhough,although
althoguh,although
drgg,drug
dug,drug
pilcs,pics
pcs,pics
pis,pics
westcern,western
wehstern,western
wstern,western
mncome,income
incdome,income
forcy,force
fkrce,force
csah,cash
carsh,cash
casph,cash
empolyment,employment
employmenot,employment
employmenkt,employment
overalel,overall
ovearll,overall
oveirall,overall
baw,bay
bray,bay
ba,bay
rivxr,river
rivre,river
riveh,river
cmomission,commission
colmission,commission
at,ad
add,ad
sad,ad
packge,package
packkge,package
pacakge,package
ocntents,contents
contets,contents
een,seen
xseen,seen
playesrs,players
plaers,players
player,players
enpgine,engine
ort,port
pot,port
oprt,port
alubm,album
altum,album
albxum,album
reguional,regional
rsgional,regional
reginal,regional
sfop,stop
stpo,stop
sto,stop
mupplies,supplies
suppliues,supplies
supplizs,supplies
stearted,started
startekd,started
startde,started
admionistration,administration
administratin,administration
admmnistration,administration
ba,bar
nbar,bar
institut,institute
instittue,institute
viwes,views
vews,views
pans,plans
plaus,plans
plnas,plans
douuble,double
doubld,double
houble,double
dgo,dog
dg,dog
og,dog
btild,build
rbuild,build
bulid,build
wscreen,screen
screein,screen
scren,screen
exhcange,exchange
excahnge,exchange
typej,types
tytes,types
tpyes,types
sono,soon
sloon,soon
sopnsored,sponsored
ponsored,sponsored
spfonsored,sponsored
lfnes,lines
linse,lines
electonic,electronic
ewlectronic,electronic
electronzc,electronic
contqnue,continue
continure,continue
contbinue,continue
acrdss,across
aross,across
acrhss,across
bneefits,benefits
qbenefits,benefits
benefats,benefits
needey,needed
needkd,needed
seson,season
seasoen,season
seapson,season
appl,apply
pply,apply
someoe,someone
someooe,someone
somveone,someone
heled,held
hteld,held
hel,held
yn,ny
naything,anything
anythin,anything
anythlng,anything
pricnter,printer
uprinter,printer
printre,printer
condiiton,condition
consition,condition
condtion,condition
effectiwe,effective
effectiv,effective
effpctive,effective
belaieve,believe
belivee,believe
beliaeve,believe
orgainzation,organization
orgakization,organization
organfzation,organization
effecst,effect
effetc,effect
asped,asked
psked,asked
aksed,asked
eun,eur
euur,eur
midn,mind
mid,mind
lmind,mind
sunady,sunday
sunda,sunday
spunday,sunday
seolection,selection
selectiron,selection
stlection,selection
casion,casino
casio,casino
csino,casino
df,pdf
lvst,lost
lot,lost
lfost,lost
touir,tour
tur,tour
toutr,tour
mensu,menu
meun,menu
emnu,menu
volme,volume
volum,volume
voulme,volume
crols,cross
rcoss,cross
crosrs,cross
anyooe,anyone
anone,anyone
mortgagie,mortgage
mootgage,mortgage
mottgage,mortgage
hpe,hope
howpe,hope
htpe,hope
smilver,silver
eilver,silver
crporation,corporation
corpoation,corporation
corporatpon,corporation
wiso,wish
insied,inside
niside,inside
soultion,solution
olution,solution
mwature,mature
mataure,mature
matuue,mature
ole,role
rateher,rather
rathre,rather
neeks,weeks
weesk,weeks
weekv,weeks
addiution,addition
addkition,addition
ame,came
camj,came
cae,came
sfpply,supply
suppuy,supply
sulpply,supply
othing,nothing
nqthing,nothing
nothng,nothing
cretain,certain
certasin,certain
sr,usr
asr,usr
executivfe,executive
exercutive,executive
eecutive,executive
runnlng,running
runtning,running
lwoer,lower
lwer,lower
kecessary,necessary
necessay,necessary
qecessary,necessary
unon,union
uneon,union
unio,union
jewelary,jewelry
jewelr,jewelry
jewelyry,jewelry
accordnig,according
accsording,according
accoding,according
rdc,dc
wc,dc
idc,dc
cloahing,clothing
clthing,clothing
mo,mon
mno,mon
om,com
cmo,com
wom,com
paroticular,particular
pagrticular,particular
parmicular,particular
fin,fine
finze,fine
sine,fine
nams,names
anmes,names
name,names
robezt,robert
robrt,robert
sobert,robert
xhomepage,homepage
hmepage,homepage
homepsge,homepage
horu,hour
chour,hour
ahour,hour
as,gas
skilys,skills
svills,skills
skillj,skills
sil,six
szix,six
smx,six
ush,bush
busfh,bush
islandb,islands
iuslands,islands
isblands,islands
advie,advice
advic,advice
adivce,advice
carere,career
caareer,career
carer,career
mliitary,military
milidtary,military
miltiary,military
rrental,rental
rntal,rental
renotal,rental
edcision,decision
decsion,decision
decisoin,decision
leacve,leave
eave,leave
leawve,leave
vritish,british
brieish,british
etens,teens
tieens,teens
re,pre
dpre,pre
pr,pre
huhge,huge
hubge,huge
hge,huge
st,sat
ast,sat
sta,sat
oman,woman
woamn,woman
womamn,woman
facilihies,facilities
facilitcies,facilities
qacilities,facilities
ip,zip
izp,zip
zp,zip
boid,bid
bixd,bid
dind,kind
kinr,kind
kinnd,kind
selleurs,sellers
sebllers,sellers
sgllers,sellers
muiddle,middle
mddle,middle
miwddle,middle
moev,move
xmove,move
movk,move
acble,cable
cbale,cable
oppofrtunities,opportunities
opprotunities,opportunities
oppokrtunities,opportunities
taknig,taking
tking,taking
tkaing,taking
valueq,values
valuebs,values
diovision,division
divosion,division
diivsion,division
comig,coming
coimng,coming
comnig,coming
uesday,tuesday
tuesdav,tuesday
tuesdax,tuesday
obrect,object
bobject,object
lesiban,lesbian
lhsbian,lesbian
kesbian,lesbian
appropriat,appropriate
appropriae,appropriate
appcopriate,appropriate
machien,machine
machino,machine
machcne,machine
olgo,logo
loo,logo
logro,logo
lenght,length
lennth,length
qength,length
actualyl,actually
acually,actually
actally,actually
nbce,nice
nkice,nice
nfce,nice
csore,score
ecore,score
gscore,score
statishtics,statistics
statistoics,statistics
tatistics,statistics
clent,client
cliint,client
cliient,client
bok,ok
ouk,ok
qk,ok
zeturns,returns
rneturns,returns
return,returns
apital,capital
capltal,capital
follo,follow
fofllow,follow
ollow,follow
asmple,sample
shample,sample
samhple,sample
invesmtent,investment
investmnet,investment
set,sent
sznt,sent
sest,sent
shawn,shown
shaown,shown
shwon,shown
saturdky,saturday
satuday,saturday
satudray,saturday
chrqistmas,christmas
crhistmas,christmas
christmsa,christmas
enland,england
englnad,england
englagd,england
culure,culture
culutre,culture
cultugre,culture
bnad,band
abnd,band
and,band
flaesh,flash
flahs,flash
lash,flash
sm,ms
mns,ms
leatd,lead
ledad,lead
lea,lead
geerge,george
egorge,george
gorge,george
chodce,choice
choiae,choice
choicf,choice
ent,went
weent,went
sptarting,starting
staritng,starting
sktarting,starting
rgeistration,registration
reistration,registration
regisqration,registration
ri,fri
rfi,fri
fr,fri
thursdy,thursday
thursdby,thursday
athursday,thursday
cobrses,courses
couress,courses
ocurses,courses
cnosumer,consumer
coznsumer,consumer
conumer,consumer
mi,hi
airpore,airport
airprt,airport
irport,airport
foyreign,foreign
toreign,foreign
vforeign,foreign
artits,artist
oartist,artist
atist,artist
outsie,outside
outsidx,outside
outsied,outside
furnture,furniture
furnitre,furniture
frniture,furniture
yevels,levels
evels,levels
levles,levels
channle,channel
kchannel,channel
chnanel,channel
etter,letter
lhtter,letter
mdoe,mode
mvde,mode
mtode,mode
pohnes,phones
phnoes,phones
idewas,ideas
eideas,ideas
idas,ideas
wdenesday,wednesday
wxdnesday,wednesday
wednxesday,wednesday
structurn,structure
struture,structure
funbd,fund
fun,fund
xfund,fund
summel,summer
smumer,summer
summeur,summer
allwo,allow
alolw,allow
alnow,allow
dogree,degree
dgeree,degree
degre,degree
contact,contract
contracz,contract
contratc,contract
putton,button
bubtton,button
ubtton,button
releaseks,releases
reljases,releases
rueleases,releases
wde,wed
ewd,wed
homxs,homes
homeos,homes
hmoes,homes
sucer,super
sbper,super
suer,super
malle,male
mave,male
mle,male
mattr,matter
mattre,matter
mgtter,matter
justom,custom
custtom,custom
cusotm,custom
irginia,virginia
vriginia,virginia
virgiina,virginia
almomt,almost
lmost,almost
txok,took
tohk,took
lcoated,located
locaked,located
locted,located
multieple,multiple
multipe,multiple
gmultiple,multiple
aian,asian
ahsian,asian
sian,asian
dpstribution,distribution
distriution,distribution
distreibution,distribution
ediitor,editor
edjtor,editor
editir,editor
sinn,inn
inustrial,industrial
industfial,industrial
indusrial,industrial
pcause,cause
zause,cause
caxuse,cause
potentail,potential
poxential,potential
potetial,potential
sonig,song
ong,song
osng,song
cnt,cnet
cnebt,cnet
lxtd,ltd
ltn,ltd
ldt,ltd
uos,los
os,los
ls,los
ph,hp
ofcus,focus
ocus,focus
focuh,focus
alte,late
date,late
fabll,fall
fal,fall
featurevd,featured
fealured,featured
featurxd,featured
ieda,idea
idfea,idea
rooma,rooms
ooms,rooms
femabe,female
femxale,female
fuemale,female
responsile,responsible
repsonsible,responsible
rseponsible,responsible
einc,inc
nc,inc
communicatons,communications
communvcations,communications
wnin,win
wni,win
wcin,win
associjated,associated
assoiated,associated
associatvd,associated
yhomas,thomas
tmomas,thomas
thomaks,thomas
primar,primary
rpimary,primary
primarry,primary
caner,cancer
cncer,cancer
number,numbers
numbes,numbers
numers,numbers
recason,reason
reaon,reason
reavson,reason
ool,tool
tbol,tool
broser,browser
brwoser,browser
browscer,browser
sprnig,spring
sering,spring
sring,spring
fouddation,foundation
fouwdation,foundation
foundtion,foundation
aswer,answer
anwer,answer
vice,voice
er,eg
qg,eg
frienddly,friendly
friendyl,friendly
friendlcy,friendly
schedrule,schedule
shedule,schedule
schedult,schedule
docpuments,documents
dcouments,documents
odcuments,documents
communicaiton,communication
communciation,communication
communicatdon,communication
purpsoe,purpose
purposw,purpose
pmrpose,purpose
eature,feature
feautre,feature
featur,feature
bped,bed
besd,bed
cxomes,comes
come,comes
comek,comes
oplice,police
policqe,police
poulice,police
everyore,everyone
evelryone,everyone
indehendent,independent
independenq,independent
indxpendent,independent
ijp,ip
io,ip
arpproach,approach
appoach,approach
appkroach,approach
camreas,cameras
camers,cameras
cafmeras,cameras
rown,brown
